original_id,split,variant,path,quality_label,blur,underexposure,overexposure,noise,severe_degradation,visual_defect
45,train,clean,data/processed/images/0045_clean.png,ACCEPTABLE,0,0,0,0,0,0
45,train,blur,data/processed/images/0045_blur.png,DEGRADED,1,0,0,0,0,0
45,train,underexposure,data/processed/images/0045_underexposure.png,DEGRADED,0,1,0,0,0,0
45,train,overexposure,data/processed/images/0045_overexposure.png,DEGRADED,0,0,1,0,0,0
45,train,noise,data/processed/images/0045_noise.png,DEGRADED,0,0,0,1,0,0
45,train,severe,data/processed/images/0045_severe.png,DEGRADED,1,0,0,1,1,0
45,train,defect,data/processed/images/0045_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
46,train,clean,data/processed/images/0046_clean.png,ACCEPTABLE,0,0,0,0,0,0
46,train,blur,data/processed/images/0046_blur.png,DEGRADED,1,0,0,0,0,0
46,train,underexposure,data/processed/images/0046_underexposure.png,DEGRADED,0,1,0,0,0,0
46,train,overexposure,data/processed/images/0046_overexposure.png,DEGRADED,0,0,1,0,0,0
46,train,noise,data/processed/images/0046_noise.png,DEGRADED,0,0,0,1,0,0
46,train,severe,data/processed/images/0046_severe.png,DEGRADED,1,0,0,1,1,0
46,train,defect,data/processed/images/0046_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
47,test,clean,data/processed/images/0047_clean.png,ACCEPTABLE,0,0,0,0,0,0
47,test,blur,data/processed/images/0047_blur.png,DEGRADED,1,0,0,0,0,0
47,test,underexposure,data/processed/images/0047_underexposure.png,DEGRADED,0,1,0,0,0,0
47,test,overexposure,data/processed/images/0047_overexposure.png,DEGRADED,0,0,1,0,0,0
47,test,noise,data/processed/images/0047_noise.png,DEGRADED,0,0,0,1,0,0
47,test,severe,data/processed/images/0047_severe.png,DEGRADED,1,0,0,1,1,0
47,test,defect,data/processed/images/0047_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
48,val,clean,data/processed/images/0048_clean.png,ACCEPTABLE,0,0,0,0,0,0
48,val,blur,data/processed/images/0048_blur.png,DEGRADED,1,0,0,0,0,0
48,val,underexposure,data/processed/images/0048_underexposure.png,DEGRADED,0,1,0,0,0,0
48,val,overexposure,data/processed/images/0048_overexposure.png,DEGRADED,0,0,1,0,0,0
48,val,noise,data/processed/images/0048_noise.png,DEGRADED,0,0,0,1,0,0
48,val,severe,data/processed/images/0048_severe.png,DEGRADED,1,0,0,1,1,0
48,val,defect,data/processed/images/0048_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
49,test,clean,data/processed/images/0049_clean.png,ACCEPTABLE,0,0,0,0,0,0
49,test,blur,data/processed/images/0049_blur.png,DEGRADED,1,0,0,0,0,0
49,test,underexposure,data/processed/images/0049_underexposure.png,DEGRADED,0,1,0,0,0,0
49,test,overexposure,data/processed/images/0049_overexposure.png,DEGRADED,0,0,1,0,0,0
49,test,noise,data/processed/images/0049_noise.png,DEGRADED,0,0,0,1,0,0
49,test,severe,data/processed/images/0049_severe.png,DEGRADED,1,0,0,1,1,0
49,test,defect,data/processed/images/0049_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
50,train,clean,data/processed/images/0050_clean.png,ACCEPTABLE,0,0,0,0,0,0
50,train,blur,data/processed/images/0050_blur.png,DEGRADED,1,0,0,0,0,0
50,train,underexposure,data/processed/images/0050_underexposure.png,DEGRADED,0,1,0,0,0,0
50,train,overexposure,data/processed/images/0050_overexposure.png,DEGRADED,0,0,1,0,0,0
50,train,noise,data/processed/images/0050_noise.png,DEGRADED,0,0,0,1,0,0
50,train,severe,data/processed/images/0050_severe.png,DEGRADED,1,0,0,1,1,0
50,train,defect,data/processed/images/0050_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
51,train,clean,data/processed/images/0051_clean.png,ACCEPTABLE,0,0,0,0,0,0
51,train,blur,data/processed/images/0051_blur.png,DEGRADED,1,0,0,0,0,0
51,train,underexposure,data/processed/images/0051_underexposure.png,DEGRADED,0,1,0,0,0,0
51,train,overexposure,data/processed/images/0051_overexposure.png,DEGRADED,0,0,1,0,0,0
51,train,noise,data/processed/images/0051_noise.png,DEGRADED,0,0,0,1,0,0
51,train,severe,data/processed/images/0051_severe.png,DEGRADED,1,0,0,1,1,0
51,train,defect,data/processed/images/0051_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
52,train,clean,data/processed/images/0052_clean.png,ACCEPTABLE,0,0,0,0,0,0
52,train,blur,data/processed/images/0052_blur.png,DEGRADED,1,0,0,0,0,0
52,train,underexposure,data/processed/images/0052_underexposure.png,DEGRADED,0,1,0,0,0,0
52,train,overexposure,data/processed/images/0052_overexposure.png,DEGRADED,0,0,1,0,0,0
52,train,noise,data/processed/images/0052_noise.png,DEGRADED,0,0,0,1,0,0
52,train,severe,data/processed/images/0052_severe.png,DEGRADED,1,0,0,1,1,0
52,train,defect,data/processed/images/0052_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
53,train,clean,data/processed/images/0053_clean.png,ACCEPTABLE,0,0,0,0,0,0
53,train,blur,data/processed/images/0053_blur.png,DEGRADED,1,0,0,0,0,0
53,train,underexposure,data/processed/images/0053_underexposure.png,DEGRADED,0,1,0,0,0,0
53,train,overexposure,data/processed/images/0053_overexposure.png,DEGRADED,0,0,1,0,0,0
53,train,noise,data/processed/images/0053_noise.png,DEGRADED,0,0,0,1,0,0
53,train,severe,data/processed/images/0053_severe.png,DEGRADED,1,0,0,1,1,0
53,train,defect,data/processed/images/0053_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
54,test,clean,data/processed/images/0054_clean.png,ACCEPTABLE,0,0,0,0,0,0
54,test,blur,data/processed/images/0054_blur.png,DEGRADED,1,0,0,0,0,0
54,test,underexposure,data/processed/images/0054_underexposure.png,DEGRADED,0,1,0,0,0,0
54,test,overexposure,data/processed/images/0054_overexposure.png,DEGRADED,0,0,1,0,0,0
54,test,noise,data/processed/images/0054_noise.png,DEGRADED,0,0,0,1,0,0
54,test,severe,data/processed/images/0054_severe.png,DEGRADED,1,0,0,1,1,0
54,test,defect,data/processed/images/0054_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
55,train,clean,data/processed/images/0055_clean.png,ACCEPTABLE,0,0,0,0,0,0
55,train,blur,data/processed/images/0055_blur.png,DEGRADED,1,0,0,0,0,0
55,train,underexposure,data/processed/images/0055_underexposure.png,DEGRADED,0,1,0,0,0,0
55,train,overexposure,data/processed/images/0055_overexposure.png,DEGRADED,0,0,1,0,0,0
55,train,noise,data/processed/images/0055_noise.png,DEGRADED,0,0,0,1,0,0
55,train,severe,data/processed/images/0055_severe.png,DEGRADED,1,0,0,1,1,0
55,train,defect,data/processed/images/0055_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
56,train,clean,data/processed/images/0056_clean.png,ACCEPTABLE,0,0,0,0,0,0
56,train,blur,data/processed/images/0056_blur.png,DEGRADED,1,0,0,0,0,0
56,train,underexposure,data/processed/images/0056_underexposure.png,DEGRADED,0,1,0,0,0,0
56,train,overexposure,data/processed/images/0056_overexposure.png,DEGRADED,0,0,1,0,0,0
56,train,noise,data/processed/images/0056_noise.png,DEGRADED,0,0,0,1,0,0
56,train,severe,data/processed/images/0056_severe.png,DEGRADED,1,0,0,1,1,0
56,train,defect,data/processed/images/0056_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
57,val,clean,data/processed/images/0057_clean.png,ACCEPTABLE,0,0,0,0,0,0
57,val,blur,data/processed/images/0057_blur.png,DEGRADED,1,0,0,0,0,0
57,val,underexposure,data/processed/images/0057_underexposure.png,DEGRADED,0,1,0,0,0,0
57,val,overexposure,data/processed/images/0057_overexposure.png,DEGRADED,0,0,1,0,0,0
57,val,noise,data/processed/images/0057_noise.png,DEGRADED,0,0,0,1,0,0
57,val,severe,data/processed/images/0057_severe.png,DEGRADED,1,0,0,1,1,0
57,val,defect,data/processed/images/0057_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
58,val,clean,data/processed/images/0058_clean.png,ACCEPTABLE,0,0,0,0,0,0
58,val,blur,data/processed/images/0058_blur.png,DEGRADED,1,0,0,0,0,0
58,val,underexposure,data/processed/images/0058_underexposure.png,DEGRADED,0,1,0,0,0,0
58,val,overexposure,data/processed/images/0058_overexposure.png,DEGRADED,0,0,1,0,0,0
58,val,noise,data/processed/images/0058_noise.png,DEGRADED,0,0,0,1,0,0
58,val,severe,data/processed/images/0058_severe.png,DEGRADED,1,0,0,1,1,0
58,val,defect,data/processed/images/0058_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
59,train,clean,data/processed/images/0059_clean.png,ACCEPTABLE,0,0,0,0,0,0
59,train,blur,data/processed/images/0059_blur.png,DEGRADED,1,0,0,0,0,0
59,train,underexposure,data/processed/images/0059_underexposure.png,DEGRADED,0,1,0,0,0,0
59,train,overexposure,data/processed/images/0059_overexposure.png,DEGRADED,0,0,1,0,0,0
59,train,noise,data/processed/images/0059_noise.png,DEGRADED,0,0,0,1,0,0
59,train,severe,data/processed/images/0059_severe.png,DEGRADED,1,0,0,1,1,0
59,train,defect,data/processed/images/0059_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
60,val,clean,data/processed/images/0060_clean.png,ACCEPTABLE,0,0,0,0,0,0
60,val,blur,data/processed/images/0060_blur.png,DEGRADED,1,0,0,0,0,0
60,val,underexposure,data/processed/images/0060_underexposure.png,DEGRADED,0,1,0,0,0,0
60,val,overexposure,data/processed/images/0060_overexposure.png,DEGRADED,0,0,1,0,0,0
60,val,noise,data/processed/images/0060_noise.png,DEGRADED,0,0,0,1,0,0
60,val,severe,data/processed/images/0060_severe.png,DEGRADED,1,0,0,1,1,0
60,val,defect,data/processed/images/0060_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
61,train,clean,data/processed/images/0061_clean.png,ACCEPTABLE,0,0,0,0,0,0
61,train,blur,data/processed/images/0061_blur.png,DEGRADED,1,0,0,0,0,0
61,train,underexposure,data/processed/images/0061_underexposure.png,DEGRADED,0,1,0,0,0,0
61,train,overexposure,data/processed/images/0061_overexposure.png,DEGRADED,0,0,1,0,0,0
61,train,noise,data/processed/images/0061_noise.png,DEGRADED,0,0,0,1,0,0
61,train,severe,data/processed/images/0061_severe.png,DEGRADED,1,0,0,1,1,0
61,train,defect,data/processed/images/0061_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
62,val,clean,data/processed/images/0062_clean.png,ACCEPTABLE,0,0,0,0,0,0
62,val,blur,data/processed/images/0062_blur.png,DEGRADED,1,0,0,0,0,0
62,val,underexposure,data/processed/images/0062_underexposure.png,DEGRADED,0,1,0,0,0,0
62,val,overexposure,data/processed/images/0062_overexposure.png,DEGRADED,0,0,1,0,0,0
62,val,noise,data/processed/images/0062_noise.png,DEGRADED,0,0,0,1,0,0
62,val,severe,data/processed/images/0062_severe.png,DEGRADED,1,0,0,1,1,0
62,val,defect,data/processed/images/0062_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
63,train,clean,data/processed/images/0063_clean.png,ACCEPTABLE,0,0,0,0,0,0
63,train,blur,data/processed/images/0063_blur.png,DEGRADED,1,0,0,0,0,0
63,train,underexposure,data/processed/images/0063_underexposure.png,DEGRADED,0,1,0,0,0,0
63,train,overexposure,data/processed/images/0063_overexposure.png,DEGRADED,0,0,1,0,0,0
63,train,noise,data/processed/images/0063_noise.png,DEGRADED,0,0,0,1,0,0
63,train,severe,data/processed/images/0063_severe.png,DEGRADED,1,0,0,1,1,0
63,train,defect,data/processed/images/0063_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
64,test,clean,data/processed/images/0064_clean.png,ACCEPTABLE,0,0,0,0,0,0
64,test,blur,data/processed/images/0064_blur.png,DEGRADED,1,0,0,0,0,0
64,test,underexposure,data/processed/images/0064_underexposure.png,DEGRADED,0,1,0,0,0,0
64,test,overexposure,data/processed/images/0064_overexposure.png,DEGRADED,0,0,1,0,0,0
64,test,noise,data/processed/images/0064_noise.png,DEGRADED,0,0,0,1,0,0
64,test,severe,data/processed/images/0064_severe.png,DEGRADED,1,0,0,1,1,0
64,test,defect,data/processed/images/0064_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
65,train,clean,data/processed/images/0065_clean.png,ACCEPTABLE,0,0,0,0,0,0
65,train,blur,data/processed/images/0065_blur.png,DEGRADED,1,0,0,0,0,0
65,train,underexposure,data/processed/images/0065_underexposure.png,DEGRADED,0,1,0,0,0,0
65,train,overexposure,data/processed/images/0065_overexposure.png,DEGRADED,0,0,1,0,0,0
65,train,noise,data/processed/images/0065_noise.png,DEGRADED,0,0,0,1,0,0
65,train,severe,data/processed/images/0065_severe.png,DEGRADED,1,0,0,1,1,0
65,train,defect,data/processed/images/0065_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
66,train,clean,data/processed/images/0066_clean.png,ACCEPTABLE,0,0,0,0,0,0
66,train,blur,data/processed/images/0066_blur.png,DEGRADED,1,0,0,0,0,0
66,train,underexposure,data/processed/images/0066_underexposure.png,DEGRADED,0,1,0,0,0,0
66,train,overexposure,data/processed/images/0066_overexposure.png,DEGRADED,0,0,1,0,0,0
66,train,noise,data/processed/images/0066_noise.png,DEGRADED,0,0,0,1,0,0
66,train,severe,data/processed/images/0066_severe.png,DEGRADED,1,0,0,1,1,0
66,train,defect,data/processed/images/0066_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
67,val,clean,data/processed/images/0067_clean.png,ACCEPTABLE,0,0,0,0,0,0
67,val,blur,data/processed/images/0067_blur.png,DEGRADED,1,0,0,0,0,0
67,val,underexposure,data/processed/images/0067_underexposure.png,DEGRADED,0,1,0,0,0,0
67,val,overexposure,data/processed/images/0067_overexposure.png,DEGRADED,0,0,1,0,0,0
67,val,noise,data/processed/images/0067_noise.png,DEGRADED,0,0,0,1,0,0
67,val,severe,data/processed/images/0067_severe.png,DEGRADED,1,0,0,1,1,0
67,val,defect,data/processed/images/0067_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
68,train,clean,data/processed/images/0068_clean.png,ACCEPTABLE,0,0,0,0,0,0
68,train,blur,data/processed/images/0068_blur.png,DEGRADED,1,0,0,0,0,0
68,train,underexposure,data/processed/images/0068_underexposure.png,DEGRADED,0,1,0,0,0,0
68,train,overexposure,data/processed/images/0068_overexposure.png,DEGRADED,0,0,1,0,0,0
68,train,noise,data/processed/images/0068_noise.png,DEGRADED,0,0,0,1,0,0
68,train,severe,data/processed/images/0068_severe.png,DEGRADED,1,0,0,1,1,0
68,train,defect,data/processed/images/0068_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
69,train,clean,data/processed/images/0069_clean.png,ACCEPTABLE,0,0,0,0,0,0
69,train,blur,data/processed/images/0069_blur.png,DEGRADED,1,0,0,0,0,0
69,train,underexposure,data/processed/images/0069_underexposure.png,DEGRADED,0,1,0,0,0,0
69,train,overexposure,data/processed/images/0069_overexposure.png,DEGRADED,0,0,1,0,0,0
69,train,noise,data/processed/images/0069_noise.png,DEGRADED,0,0,0,1,0,0
69,train,severe,data/processed/images/0069_severe.png,DEGRADED,1,0,0,1,1,0
69,train,defect,data/processed/images/0069_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
70,train,clean,data/processed/images/0070_clean.png,ACCEPTABLE,0,0,0,0,0,0
70,train,blur,data/processed/images/0070_blur.png,DEGRADED,1,0,0,0,0,0
70,train,underexposure,data/processed/images/0070_underexposure.png,DEGRADED,0,1,0,0,0,0
70,train,overexposure,data/processed/images/0070_overexposure.png,DEGRADED,0,0,1,0,0,0
70,train,noise,data/processed/images/0070_noise.png,DEGRADED,0,0,0,1,0,0
70,train,severe,data/processed/images/0070_severe.png,DEGRADED,1,0,0,1,1,0
70,train,defect,data/processed/images/0070_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
71,train,clean,data/processed/images/0071_clean.png,ACCEPTABLE,0,0,0,0,0,0
71,train,blur,data/processed/images/0071_blur.png,DEGRADED,1,0,0,0,0,0
71,train,underexposure,data/processed/images/0071_underexposure.png,DEGRADED,0,1,0,0,0,0
71,train,overexposure,data/processed/images/0071_overexposure.png,DEGRADED,0,0,1,0,0,0
71,train,noise,data/processed/images/0071_noise.png,DEGRADED,0,0,0,1,0,0
71,train,severe,data/processed/images/0071_severe.png,DEGRADED,1,0,0,1,1,0
71,train,defect,data/processed/images/0071_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
72,train,clean,data/processed/images/0072_clean.png,ACCEPTABLE,0,0,0,0,0,0
72,train,blur,data/processed/images/0072_blur.png,DEGRADED,1,0,0,0,0,0
72,train,underexposure,data/processed/images/0072_underexposure.png,DEGRADED,0,1,0,0,0,0
72,train,overexposure,data/processed/images/0072_overexposure.png,DEGRADED,0,0,1,0,0,0
72,train,noise,data/processed/images/0072_noise.png,DEGRADED,0,0,0,1,0,0
72,train,severe,data/processed/images/0072_severe.png,DEGRADED,1,0,0,1,1,0
72,train,defect,data/processed/images/0072_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
73,train,clean,data/processed/images/0073_clean.png,ACCEPTABLE,0,0,0,0,0,0
73,train,blur,data/processed/images/0073_blur.png,DEGRADED,1,0,0,0,0,0
73,train,underexposure,data/processed/images/0073_underexposure.png,DEGRADED,0,1,0,0,0,0
73,train,overexposure,data/processed/images/0073_overexposure.png,DEGRADED,0,0,1,0,0,0
73,train,noise,data/processed/images/0073_noise.png,DEGRADED,0,0,0,1,0,0
73,train,severe,data/processed/images/0073_severe.png,DEGRADED,1,0,0,1,1,0
73,train,defect,data/processed/images/0073_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
74,test,clean,data/processed/images/0074_clean.png,ACCEPTABLE,0,0,0,0,0,0
74,test,blur,data/processed/images/0074_blur.png,DEGRADED,1,0,0,0,0,0
74,test,underexposure,data/processed/images/0074_underexposure.png,DEGRADED,0,1,0,0,0,0
74,test,overexposure,data/processed/images/0074_overexposure.png,DEGRADED,0,0,1,0,0,0
74,test,noise,data/processed/images/0074_noise.png,DEGRADED,0,0,0,1,0,0
74,test,severe,data/processed/images/0074_severe.png,DEGRADED,1,0,0,1,1,0
74,test,defect,data/processed/images/0074_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
75,train,clean,data/processed/images/0075_clean.png,ACCEPTABLE,0,0,0,0,0,0
75,train,blur,data/processed/images/0075_blur.png,DEGRADED,1,0,0,0,0,0
75,train,underexposure,data/processed/images/0075_underexposure.png,DEGRADED,0,1,0,0,0,0
75,train,overexposure,data/processed/images/0075_overexposure.png,DEGRADED,0,0,1,0,0,0
75,train,noise,data/processed/images/0075_noise.png,DEGRADED,0,0,0,1,0,0
75,train,severe,data/processed/images/0075_severe.png,DEGRADED,1,0,0,1,1,0
75,train,defect,data/processed/images/0075_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
76,train,clean,data/processed/images/0076_clean.png,ACCEPTABLE,0,0,0,0,0,0
76,train,blur,data/processed/images/0076_blur.png,DEGRADED,1,0,0,0,0,0
76,train,underexposure,data/processed/images/0076_underexposure.png,DEGRADED,0,1,0,0,0,0
76,train,overexposure,data/processed/images/0076_overexposure.png,DEGRADED,0,0,1,0,0,0
76,train,noise,data/processed/images/0076_noise.png,DEGRADED,0,0,0,1,0,0
76,train,severe,data/processed/images/0076_severe.png,DEGRADED,1,0,0,1,1,0
76,train,defect,data/processed/images/0076_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
77,test,clean,data/processed/images/0077_clean.png,ACCEPTABLE,0,0,0,0,0,0
77,test,blur,data/processed/images/0077_blur.png,DEGRADED,1,0,0,0,0,0
77,test,underexposure,data/processed/images/0077_underexposure.png,DEGRADED,0,1,0,0,0,0
77,test,overexposure,data/processed/images/0077_overexposure.png,DEGRADED,0,0,1,0,0,0
77,test,noise,data/processed/images/0077_noise.png,DEGRADED,0,0,0,1,0,0
77,test,severe,data/processed/images/0077_severe.png,DEGRADED,1,0,0,1,1,0
77,test,defect,data/processed/images/0077_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
78,train,clean,data/processed/images/0078_clean.png,ACCEPTABLE,0,0,0,0,0,0
78,train,blur,data/processed/images/0078_blur.png,DEGRADED,1,0,0,0,0,0
78,train,underexposure,data/processed/images/0078_underexposure.png,DEGRADED,0,1,0,0,0,0
78,train,overexposure,data/processed/images/0078_overexposure.png,DEGRADED,0,0,1,0,0,0
78,train,noise,data/processed/images/0078_noise.png,DEGRADED,0,0,0,1,0,0
78,train,severe,data/processed/images/0078_severe.png,DEGRADED,1,0,0,1,1,0
78,train,defect,data/processed/images/0078_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
79,train,clean,data/processed/images/0079_clean.png,ACCEPTABLE,0,0,0,0,0,0
79,train,blur,data/processed/images/0079_blur.png,DEGRADED,1,0,0,0,0,0
79,train,underexposure,data/processed/images/0079_underexposure.png,DEGRADED,0,1,0,0,0,0
79,train,overexposure,data/processed/images/0079_overexposure.png,DEGRADED,0,0,1,0,0,0
79,train,noise,data/processed/images/0079_noise.png,DEGRADED,0,0,0,1,0,0
79,train,severe,data/processed/images/0079_severe.png,DEGRADED,1,0,0,1,1,0
79,train,defect,data/processed/images/0079_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
80,train,clean,data/processed/images/0080_clean.png,ACCEPTABLE,0,0,0,0,0,0
80,train,blur,data/processed/images/0080_blur.png,DEGRADED,1,0,0,0,0,0
80,train,underexposure,data/processed/images/0080_underexposure.png,DEGRADED,0,1,0,0,0,0
80,train,overexposure,data/processed/images/0080_overexposure.png,DEGRADED,0,0,1,0,0,0
80,train,noise,data/processed/images/0080_noise.png,DEGRADED,0,0,0,1,0,0
80,train,severe,data/processed/images/0080_severe.png,DEGRADED,1,0,0,1,1,0
80,train,defect,data/processed/images/0080_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
81,train,clean,data/processed/images/0081_clean.png,ACCEPTABLE,0,0,0,0,0,0
81,train,blur,data/processed/images/0081_blur.png,DEGRADED,1,0,0,0,0,0
81,train,underexposure,data/processed/images/0081_underexposure.png,DEGRADED,0,1,0,0,0,0
81,train,overexposure,data/processed/images/0081_overexposure.png,DEGRADED,0,0,1,0,0,0
81,train,noise,data/processed/images/0081_noise.png,DEGRADED,0,0,0,1,0,0
81,train,severe,data/processed/images/0081_severe.png,DEGRADED,1,0,0,1,1,0
81,train,defect,data/processed/images/0081_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
82,train,clean,data/processed/images/0082_clean.png,ACCEPTABLE,0,0,0,0,0,0
82,train,blur,data/processed/images/0082_blur.png,DEGRADED,1,0,0,0,0,0
82,train,underexposure,data/processed/images/0082_underexposure.png,DEGRADED,0,1,0,0,0,0
82,train,overexposure,data/processed/images/0082_overexposure.png,DEGRADED,0,0,1,0,0,0
82,train,noise,data/processed/images/0082_noise.png,DEGRADED,0,0,0,1,0,0
82,train,severe,data/processed/images/0082_severe.png,DEGRADED,1,0,0,1,1,0
82,train,defect,data/processed/images/0082_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
83,train,clean,data/processed/images/0083_clean.png,ACCEPTABLE,0,0,0,0,0,0
83,train,blur,data/processed/images/0083_blur.png,DEGRADED,1,0,0,0,0,0
83,train,underexposure,data/processed/images/0083_underexposure.png,DEGRADED,0,1,0,0,0,0
83,train,overexposure,data/processed/images/0083_overexposure.png,DEGRADED,0,0,1,0,0,0
83,train,noise,data/processed/images/0083_noise.png,DEGRADED,0,0,0,1,0,0
83,train,severe,data/processed/images/0083_severe.png,DEGRADED,1,0,0,1,1,0
83,train,defect,data/processed/images/0083_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
84,train,clean,data/processed/images/0084_clean.png,ACCEPTABLE,0,0,0,0,0,0
84,train,blur,data/processed/images/0084_blur.png,DEGRADED,1,0,0,0,0,0
84,train,underexposure,data/processed/images/0084_underexposure.png,DEGRADED,0,1,0,0,0,0
84,train,overexposure,data/processed/images/0084_overexposure.png,DEGRADED,0,0,1,0,0,0
84,train,noise,data/processed/images/0084_noise.png,DEGRADED,0,0,0,1,0,0
84,train,severe,data/processed/images/0084_severe.png,DEGRADED,1,0,0,1,1,0
84,train,defect,data/processed/images/0084_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
85,train,clean,data/processed/images/0085_clean.png,ACCEPTABLE,0,0,0,0,0,0
85,train,blur,data/processed/images/0085_blur.png,DEGRADED,1,0,0,0,0,0
85,train,underexposure,data/processed/images/0085_underexposure.png,DEGRADED,0,1,0,0,0,0
85,train,overexposure,data/processed/images/0085_overexposure.png,DEGRADED,0,0,1,0,0,0
85,train,noise,data/processed/images/0085_noise.png,DEGRADED,0,0,0,1,0,0
85,train,severe,data/processed/images/0085_severe.png,DEGRADED,1,0,0,1,1,0
85,train,defect,data/processed/images/0085_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
86,train,clean,data/processed/images/0086_clean.png,ACCEPTABLE,0,0,0,0,0,0
86,train,blur,data/processed/images/0086_blur.png,DEGRADED,1,0,0,0,0,0
86,train,underexposure,data/processed/images/0086_underexposure.png,DEGRADED,0,1,0,0,0,0
86,train,overexposure,data/processed/images/0086_overexposure.png,DEGRADED,0,0,1,0,0,0
86,train,noise,data/processed/images/0086_noise.png,DEGRADED,0,0,0,1,0,0
86,train,severe,data/processed/images/0086_severe.png,DEGRADED,1,0,0,1,1,0
86,train,defect,data/processed/images/0086_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
87,train,clean,data/processed/images/0087_clean.png,ACCEPTABLE,0,0,0,0,0,0
87,train,blur,data/processed/images/0087_blur.png,DEGRADED,1,0,0,0,0,0
87,train,underexposure,data/processed/images/0087_underexposure.png,DEGRADED,0,1,0,0,0,0
87,train,overexposure,data/processed/images/0087_overexposure.png,DEGRADED,0,0,1,0,0,0
87,train,noise,data/processed/images/0087_noise.png,DEGRADED,0,0,0,1,0,0
87,train,severe,data/processed/images/0087_severe.png,DEGRADED,1,0,0,1,1,0
87,train,defect,data/processed/images/0087_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
88,train,clean,data/processed/images/0088_clean.png,ACCEPTABLE,0,0,0,0,0,0
88,train,blur,data/processed/images/0088_blur.png,DEGRADED,1,0,0,0,0,0
88,train,underexposure,data/processed/images/0088_underexposure.png,DEGRADED,0,1,0,0,0,0
88,train,overexposure,data/processed/images/0088_overexposure.png,DEGRADED,0,0,1,0,0,0
88,train,noise,data/processed/images/0088_noise.png,DEGRADED,0,0,0,1,0,0
88,train,severe,data/processed/images/0088_severe.png,DEGRADED,1,0,0,1,1,0
88,train,defect,data/processed/images/0088_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
89,train,clean,data/processed/images/0089_clean.png,ACCEPTABLE,0,0,0,0,0,0
89,train,blur,data/processed/images/0089_blur.png,DEGRADED,1,0,0,0,0,0
89,train,underexposure,data/processed/images/0089_underexposure.png,DEGRADED,0,1,0,0,0,0
89,train,overexposure,data/processed/images/0089_overexposure.png,DEGRADED,0,0,1,0,0,0
89,train,noise,data/processed/images/0089_noise.png,DEGRADED,0,0,0,1,0,0
89,train,severe,data/processed/images/0089_severe.png,DEGRADED,1,0,0,1,1,0
89,train,defect,data/processed/images/0089_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
90,train,clean,data/processed/images/0090_clean.png,ACCEPTABLE,0,0,0,0,0,0
